default_land=plains
default_sea=sea
default_coastal_sea=coastal_sea

# Only override provinces that should not be plains.

################
# HELLAS
################

## HELLAS ###################################

### LAKEDAIMON
1774=mountains # b_drongilon_drongilon
1772=hills # b_amatokon_drongilon
1773=plains # b_zelbaste_drongilon
1775=valley # b_piborlingadour_piborlingadour
1776=valley # b_idabergas_piborlingadour

### PYROGERIS
1737=farmlands # b_beroe_beroe
1736=plains # b_krasalopara_beroe
1738=forest # b_ergissa_beroe
1732=plains # b_stratopara_stratopara
1730=plains # b_arsela_stratopara
1731=plains # b_brinkibrytobria_stratopara
1740=forest # b_kisaza_kisaza
1739=forest # b_bolbe_kisaza
1741=hills # b_dingidepara_kisaza
1735=plains # b_pizos_pizos
1733=forest # b_kourpisos_pizos
1734=plains # b_bousipara_pizos
1123=plains # b_saldamezenas_saldamezenas
1122=forest # b_dingabendis_saldamezenas
1124=forest # b_aulouzeniasa_saldamezenas

### DROUGERIS
1714=hills # b_arzos_arzos
1713=hills # b_mousaperpara_arzos
1715=hills # b_pousinaraka_arzos
1108=mountains # b_skretasadiza_skretasadiza
1109=forest # b_brikeseina_skretasadiza
1138=forest # b_sourazvakadatan_skretasadiza
1121=forest # b_sourerapara_sourerapara
1119=forest # b_siltasautaspara_sourerapara
1120=forest # b_bergakozimasoi_sourerapara

### BENIKE
1702=hills # b_oroudiza_oroudiza
1703=hills # b_kalsaradatan_oroudiza
1704=forest # b_klodra_oroudiza
1718=hills # b_ginoula_ginoula
1716=hills # b_saldarousemla_ginoula
1717=mountains # b_ramourekalas_ginoula
1706=forest # b_dindapara_dindapara
1705=forest # b_sadame_dindapara
1701=hills # b_mysa_mysa
1699=hills # b_roudapourapara_mysa
1700=hills # b_antheia_mysa
1719=plains # b_kersapoltynapas_kersapoltynapas
1720=plains # b_dodoparon_kersapoltynapas

### KABYLETIS
1723=farmlands # b_kabyle_kabyle
1721=plains # b_spartokobria_kabyle
1722=plains # b_brengasadiza_kabyle
1724=hills # b_tonzos_tonzos
1725=plains # b_ilouasabergas_tonzos
1726=plains # b_merazadiza_tonzos
1690=hills # b_arkhaladama_arkhaladama
1689=hills # b_gaidroubergas_arkhaladama
1692=hills # b_trazostisouka_trazostisouka
1691=valley # b_seitoubria_trazostisouka
1695=mountains # b_thouidai_thouidai
1693=mountains # b_atsouladama_thouidai
1694=hills # b_estrakea_thouidai
1698=hills # b_sikinystyra_sikinystyra
1696=plains # b_anbredasouka_sikinystyra
1697=plains # b_bithoukome_sikinystyra

### NIPSAIA
1675=plains # b_mesambria_mesambria
1676=hills # b_aristaion_mesambria
1677=forest # b_naulochos_mesambria
1674=plains # b_anchialos_anchialos
1673=hills # b_karsos_anchialos
1678=forest # b_helletraiadama_helletraiadama
1679=forest # b_kempe_helletraiadama
1682=plains # b_thermopolis_thermopolis
1680=hills # b_eisa_thermopolis
1681=hills # b_bersamai_thermopolis
1683=plains # b_erberahaimos_erberahaimos
1684=plains # b_polynanadoun_erberahaimos
1685=hills # b_teoudingakapas_erberahaimos
1688=hills # b_sautityrsis_sautityrsis
1686=hills # b_sindoutairodiza_sautityrsis
1687=forest # b_dounanzostis_sautityrsis

## HEBRIA ###################################

### PROPONTIS
485=plains # b_byzantion_byzantion
483=hills # b_athyras_byzantion
484=hills # b_melantias_byzantion
486=hills # b_timaia_byzantion
487=forest # b_delkos_byzantion
478=plains # b_perinthos_perinthos
477=hills # b_heraion_perinthos
479=plains # b_daunion_teichos_perinthos
480=plains # b_selymbria_selymbria
481=hills # b_kallon_selymbria
476=hills # b_bisanthe_bisanthe
475=mountains # b_ganos_bisanthe

### CHERSONESOS
470=farmlands # b_lysimachia_chersonesos_thrace
471=hills # b_sestos_chersonesos_thrace
472=farmlands # b_alopekonnesos_chersonesos_thrace
473=hills # b_elaious_chersonesos_thrace
469=plains # b_deris_deris
468=hills # b_mende_deris
1780=hills # b_neapolis_neapolis_herakleia
474=hills # b_teiristasis_neapolis_herakleia
505=hills # b_myrina_lemnos
506=plains # b_hephaistia_lemnos
507=hills # b_imbros_lemnos

### KORPILIKE
467=wetlands # b_ainos_ainos
482=wetlands # b_doriskos_ainos
1777=plains # b_sarpedon_ainos
1809=plains # b_kypsela_kypsela
1808=plains # b_dymai_kypsela
1811=valley # b_koila_koila
1810=hills # b_ilion_koila
1812=hills # b_zorlanai_koila
1805=plains # b_beres_beres
1806=forest # b_ourdaous_beres
1807=plains # b_sakissos_beres
1100=hills # b_zervai_zervai
1099=hills # b_athspindas_zervai
1101=hills # b_tranadoun_zervai

### KAINIKE
1815=hills # b_aproi_aproi
1813=hills # b_syraskellai_aproi
1814=hills # b_beodiza_aproi
1816=plains # b_bepara_bepara
1817=forest # b_kamolasas_bepara
1784=plains # b_mokarsos_mokarsos
1785=plains # b_tipason_mokarsos
1791=plains # b_bergoule_bergoule
1789=plains # b_drizipara_bergoule
1790=plains # b_ourision_bergoule

### SAMAIKE
1801=farmlands # b_ouskoudama_ouskoudama
1798=hills # b_belaidipara_ouskoudama
1799=forest # b_asanasa_ouskoudama
1800=hills # b_merbykapas_ouskoudama
1797=plains # b_ostoudizos_ostoudizos
1795=forest # b_rakadoun_ostoudizos
1796=plains # b_bourdidizon_ostoudizos
1804=plains # b_geistoi_geistoi
1802=plains # b_doxipara_geistoi
1803=hills # b_bosagyra_geistoi
1106=hills # b_bebrymardiza_bebrymardiza
1105=plains # b_alouzenipara_bebrymardiza
1107=hills # b_antaizergas_bebrymardiza
1712=hills # b_bourdenis_bourdenis
1710=hills # b_antibyzadiza_bourdenis
1711=plains # b_skoutarion_bourdenis

### ASTIKE
1788=forest # b_bizye_bizye
1786=plains # b_zeilatourmakapas_bizye
1787=forest # b_outsyrgai_bizye
1783=plains # b_kainophrourion_kainophrourion
1781=forest # b_skyllai_kainophrourion
1782=forest # b_ergisoura_kainophrourion
451=forest # b_salmydessos_salmydessos
1074=forest # b_thynias_salmydessos
1793=mountains # b_tarpodiza_tarpodiza
1792=mountains # b_brysis_tarpodiza
1794=hills # b_karpoudama_tarpodiza
1663=forest # b_kladara_kladara
1662=forest # b_zourazikome_kladara
1708=forest # b_outsyrgas_outsyrgas
1707=forest # b_doumadrenidiza_outsyrgas
1709=forest # b_bourkhaladatas_outsyrgas

### APOLLONIATIS
1668=hills # b_apollonia_apollonia_pontike
1667=hills # b_chersonesos_apollonia_pontike
1669=hills # b_antheia_apollonia_pontike
1665=forest # b_aulaiouteichos_aulaiouteichos
1664=forest # b_pizadingabria_aulaiouteichos
1666=forest # b_bourdikome_aulaiouteichos
1672=plains # b_debeltos_debeltos
1670=forest # b_bebryzaltas_debeltos
1671=forest # b_sourakalsapa_debeltos

## RHODOPE ###################################

### SAPAIKE
453=hills # b_thasos_thasos
452=mountains # b_alyke_thasos
454=wetlands # b_pistyros_thasos
455=wetlands # b_abdera_abdera
457=plains # b_bergepolis_abdera
458=wetlands # b_dikaia_abdera
456=plains # b_topeiros_topeiros
1041=plains # b_tirida_topeiros
1042=mountains # b_oraion_topeiros
1057=valley # b_kalybe_kalybe
1058=hills # b_thyrdrakas_kalybe
1089=valley # b_apsabredas_apsabredas
1088=hills # b_mithraion_apsabredas

### PRIANTIKE
461=plains # b_maroneia_maroneia
459=plains # b_stryme_maroneia
464=mountains # b_samothrake_samothrake
465=hills # b_zone_samothrake
466=plains # b_sale_samothrake
460=plains # b_paisoulai_paisoulai
462=plains # b_breierophara_paisoulai
463=hills # b_brentike_paisoulai
1093=hills # b_rataskymbas_rataskymbas
1094=hills # b_azakalas_rataskymbas
1095=hills # b_kalsailoudama_rataskymbas

### KEBRENIA
1113=mountains # b_hyperperakion_hyperperakion
1114=hills # b_brindoundisa_hyperperakion
1115=hills # b_asambyzas_hyperperakion
1112=forest # b_masteira_masteira
1110=forest # b_zbelskaptiasa_masteira
1111=hills # b_brentasoupasa_masteira
1116=mountains # b_raskykapapara_raskykapapara
1117=hills # b_tarymezena_raskykapapara
1118=hills # b_beithykenthopara_raskykapapara
1091=hills # b_tranahydrenas_tranahydrenas
1090=valley # b_sourasabazias_tranahydrenas
1092=hills # b_asabria_tranahydrenas
1103=hills # b_skarsakiridiza_skarsakiridiza
1102=hills # b_malingapara_skarsakiridiza
1104=hills # b_dounbouriseina_skarsakiridiza

### DIAKE
1079=mountains # b_diostrapara_diostrapara
1078=mountains # b_ziramys_diostrapara
1080=mountains # b_hydrenaterpas_diostrapara
1082=hills # b_sautasara_sautasara
1081=valley # b_angantasa_sautasara
1084=mountains # b_peryterpaseina_peryterpaseina
1083=mountains # b_skretapoltydatan_peryterpaseina
1085=hills # b_taroupadiza_taroupadiza
1086=hills # b_doumaida_taroupadiza
1087=hills # b_benderzas_taroupadiza

### DROSIKE
1060=valley # b_bastakeilapara_bastakeilapara
1059=valley # b_arzadon_bastakeilapara
1061=valley # b_dourokhaladiza_bastakeilapara
1062=hills # b_keirpara_keirpara
1063=hills # b_versyraphous_keirpara
1065=valley # b_nestgermakella_nestgermakella
1064=valley # b_zvakasoukapara_nestgermakella
1067=hills # b_zvakamezenida_zvakamezenida
1066=valley # b_tithasabazias_zvakamezenida
1073=mountains # b_idanapa_idanapa
1072=mountains # b_desadama_idanapa

### KOILALETIKE
1134=hills # b_bessapara_bessapara
1132=hills # b_meriloudon_bessapara
1133=hills # b_brytopara_bessapara
1131=hills # b_diniseina_diniseina
1130=hills # b_sourasounka_diniseina
1135=mountains # b_merasamdiza_merasamdiza
1136=plains # b_kotyseina_merasamdiza
1137=hills # b_tarydapherzas_merasamdiza
1069=valley # b_sourastarysoukis_sourastarysoukis
1070=valley # b_skaplikourtaseina_sourastarysoukis
1071=mountains # b_drenisaimas_sourastarysoukis
1075=mountains # b_skarsabergas_skarsabergas
1076=mountains # b_arzarerasouka_skarsabergas

## STRYMONIA ###################################

### SERDIKE
1495=farmlands # b_serdika_serdika
1493=hills # b_letagenis_serdika
1494=plains # b_karaula_serdika
1496=plains # b_kratiskara_serdika
1498=hills # b_magoura_magoura
1497=valley # b_kledeoua_magoura
1499=valley # b_skodra_magoura
1461=hills # b_koulkoussa_koulkoussa
1462=plains # b_brylouzas_koulkoussa
1463=plains # b_extuomne_koulkoussa
1457=valley # b_ostrom_ostrom
1459=valley # b_batkounion_ostrom
1460=valley # b_rhaniskelos_ostrom

### BESSIKE
1467=hills # b_stipon_stipon
1468=hills # b_soupria_stipon
1469=hills # b_potela_stipon
1464=hills # b_sparata_sparata
1465=forest # b_egirka_sparata
1466=mountains # b_bataldeva_sparata
1471=hills # b_straminos_straminos
1470=hills # b_kolpikios_straminos
1472=hills # b_athypara_straminos
1768=hills # b_paurakisaimodiza_paurokisaimodiza
1766=mountains # b_skatosuitisemla_paurokisaimodiza
1767=hills # b_brouzathbergas_paurokisaimodiza
1771=mountains # b_meradiza_meradiza
1769=valley # b_diskymbrapara_meradiza
1770=valley # b_berasydatan_meradiza

### TREROS
1568=hills # b_remesiana_remesiana
1567=hills # b_radikes_remesiana
1569=mountains # b_armoule_remesiana
1562=plains # b_toures_toures
1560=hills # b_berakela_toures
1561=hills # b_porostion_toures
1557=plains # b_meldia_meldia
1558=hills # b_ballanstra_meldia
1559=hills # b_translitis_meldia
1565=hills # b_telobakon_telobakon
1563=hills # b_brizanos_telobakon
1564=hills # b_zinobastos_telobakon
1580=hills # b_zelai_zelai
1581=mountains # b_karsimia_zelai
1582=mountains # b_skaplizo_zelai

### DENTHELETIKE
1478=plains # b_pautalion_pautalion
1480=mountains # b_spinopara_pautalion
1482=hills # b_binai_pautalion
1475=hills # b_zyakozrera_zyakozrera
1474=forest # b_skinzeries_zyakozrera
1476=mountains # b_karistoron_zyakozrera
1484=plains # b_seitaouene_seitaouene
1483=plains # b_kanzoula_seitaouene
1485=hills # b_desoudaba_seitaouene
1487=hills # b_elea_elea
1486=forest # b_keilaiskos_elea
1488=mountains # b_souegogmense_elea
1489=hills # b_klouidos_elea
1491=mountains # b_soierakmon_soierakmon
1490=mountains # b_buaipara_soierakmon
1492=hills # b_limos_soierakmon
1583=mountains # b_tados_tados
1584=mountains # b_rholligeras_tados
1585=mountains # b_kandaras_tados

### MAIDIKE
1044=plains # b_herakleia_sintike_herakleia_sintike
1043=hills # b_arzadon_herakleia_sintike
1045=valley # b_soukakalas_herakleia_sintike
1050=valley # b_neine_neine
1049=valley # b_desoudaba_neine
1051=hills # b_iamphorina_iamphorina
1052=valley # b_sportela_iamphorina
1053=hills # b_skaptopara_iamphorina

## TRIBALLIA ###################################

### LYGINIA
979=hills # b_kabessos_kabessos
978=plains # b_skoptito_kabessos
980=valley # b_stamazo_kabessos
981=valley # b_bineos_kabessos
993=plains # b_oiskos_oiskos
992=plains # b_skouanes_oiskos
994=plains # b_bregedaba_oiskos
988=hills # b_kounai_kounai
987=hills # b_trullension_kounai
986=hills # b_salebries_kounai
989=hills # b_bitzimaias_bitzimaias
990=plains # b_skentoudies_bitzimaias
991=plains # b_skares_bitzimaias
977=plains # b_tousoudias_tousoudias
976=hills # b_bimeros_tousoudias
975=plains # b_banes_tousoudias

### UTIA
996=hills # b_arbatias_arbatias
995=plains # b_triromphaipara_arbatias
997=hills # b_storgosia_arbatias
1000=hills # b_bemastes_bemastes
999=hills # b_tourikla_bemastes
998=plains # b_kamistron_bemastes
1002=valley # b_longinopara_longinopara
1003=mountains # b_itadeba_longinopara
1001=hills # b_saldovissos_longinopara

### KEBRIA
963=plains # b_orgame_orgame
962=plains # b_zetnoukortou_orgame
964=hills # b_bouteries_orgame
965=mountains # b_arkounes_arkounes
966=valley # b_douries_arkounes
967=hills # b_ardeia_arkounes
974=hills # b_aedaba_aedaba
973=plains # b_regianon_aedaba
972=plains # b_bougapra_aedaba
961=plains # b_onos_onos
960=plains # b_pomodiana_onos
969=hills # b_tautiomosis_tautiomosis
968=hills # b_vorovon_tautiomosis
971=plains # b_badziania_badziania
970=plains # b_koutzousoura_badziania

### ALMIA
953=valley # b_perkeballon_perkeballon
954=plains # b_skoumbro_perkeballon
955=plains # b_bidzo_perkeballon
956=mountains # b_klevora_perkeballon
949=plains # b_dunonia_dunonia
950=hills # b_razaria_dunonia
948=plains # b_iasen_dunonia
959=plains # b_betzas_betzas
958=plains # b_mokatiana_betzas
957=plains # b_artanes_betzas
952=hills # b_dortikon_dortikon
951=hills # b_setlota_dortikon

### AURELIA
935=hills # b_arganokella_arganokella
934=hills # b_gerulata_arganokella
936=hills # b_doukepratou_arganokella
940=plains # b_akouai_akouai
939=forest # b_meridios_akouai
947=plains # b_braiola_akouai
930=forest # b_timakiolon_timakiolon
929=hills # b_gembero_timakiolon
928=hills # b_merioponte_timakiolon
937=forest # b_zanes_zanes
938=hills # b_egeta_zanes

### TIMAKIA
923=mountains # b_timakon_timakon
922=valley # b_stendas_timakon
924=hills # b_moutzipara_timakon
927=hills # b_klemades_klemades
926=hills # b_gribo_klemades
925=hills # b_tzoutrato_klemades
913=mountains # b_verzapara_verzapara
912=mountains # b_kipipene_verzapara
914=mountains # b_amoulo_verzapara
920=mountains # b_skaripara_skaripara
921=mountains # b_idimon_skaripara

### PINGIA
904=hills # b_lederata_lederata
905=hills # b_kounisapara_lederata
906=hills # b_kouppai_lederata
907=hills # b_ailianon_lederata
933=hills # b_neos_neos
932=hills # b_taliata_neos
931=hills # b_stendas_neos
908=mountains # b_kantabaza_kantabaza
909=mountains # b_rerapara_kantabaza
910=mountains # b_kalsapa_kantabaza

### MARGIA
1019=mountains # b_danedebai_danedebai
1018=hills # b_tourgourias_danedebai
1017=hills # b_pinkos_danedebai
916=hills # b_kametas_kametas
915=hills # b_gavaballon_kametas
917=hills # b_merphaia_kametas
1021=hills # b_horreon_margi_horreon_margi
1020=hills # b_ardeia_horreon_margi
1022=hills # b_idimon_horreon_margi
919=hills # b_parnousta_parnousta
918=valley # b_borbrega_parnousta

## MIKRA SKYTHIA ###################################

### PIARIA
2256=forest # b_helis_helis
2253=forest # b_aksikerta_helis
2254=forest # b_bouridina_helis
2255=forest # b_skouasermas_helis
2248=hills # b_tegoulitsion_tegoulitsion
2249=forest # b_kandidiana_tegoulitsion
2250=forest # b_transmariskon_transmariskon
2251=plains # b_appiaria_transmariskon
2252=forest # b_girikalas_transmariskon

### KLARIA
2235=hills # b_dourostoron_dourostoron
2233=forest # b_soukoidava_dourostoron
2236=hills # b_palmatis_dourostoron
2238=forest # b_skabadina_skabadina
2237=forest # b_germakarsa_skabadina
2239=forest # b_diegira_skabadina
2247=forest # b_balasoukhis_balasoukhis
2245=forest # b_bisadava_balasoukhis
2246=forest # b_rezadina_balasoukhis
2243=forest # b_baladaba_baladaba
2242=forest # b_ourdasouka_baladaba
2244=forest # b_stendazelmas_baladaba

### OBOULIS
2195=hills # b_sakidava_sakidava
2196=hills # b_altenon_sakidava
2198=forest # b_tropaion_sakidava
2231=forest # b_zaldapa_zaldapa
2232=forest # b_sausagriva_zaldapa
2228=forest # b_abriton_abriton
2229=forest # b_rouspreida_abriton
2230=forest # b_toxotes_abriton

### MIKRA SKYTHIA
2217=hills # b_bizone_bizone
2216=hills # b_tirizis_bizone
2214=plains # b_timogetia_timogetia
2215=plains # b_karia_timogetia
2219=hills # b_dionysopolis_dionysopolis
2218=hills # b_aphrodision_dionysopolis
2206=plains # b_kallatis_kallatis
2205=plains # b_stratonis_kallatis
2207=plains # b_khoroana_kallatis
2203=plains # b_tomis_tomis
2202=plains # b_skaptia_tomis
2204=plains # b_amlaidina_tomis
2212=forest # b_albokapouras_albokapouras
2211=plains # b_bourezilmas_albokapouras
2213=plains # b_kagakapas_albokapouras
2208=steppe # b_albodava_albodava
2209=steppe # b_genoudaina_albodava
2210=steppe # b_paurakiboutas_albodava
2201=steppe # b_zelakarsas_zelakarsas
2199=steppe # b_doumadrasda_zelakarsas
2200=steppe # b_tomyrodava_zelakarsas

### ISTRIA
2186=farmlands # b_istros_istros
2187=farmlands # b_keleris_istros
2188=steppe # b_amphitheatron_istros
2171=wetlands # b_halmyris_halmyris
2172=hills # b_thalamonion_halmyris
2173=forest # b_stomai_halmyris
2176=hills # b_aigyssos_halmyris
2184=plains # b_orgame_orgame_thrace
2185=plains # b_limnekhora_orgame_thrace

### DAOTIKE
2179=hills # b_troesmis_troesmis
2175=hills # b_boutis_troesmis
2180=forest # b_maladava_troesmis
2177=wetlands # b_noiodounon_noiodounon
2178=wetlands # b_aroubion_noiodounon
2182=hills # b_libidia_libidia
2181=forest # b_beroe_libidia
2183=hills # b_ramyskena_libidia
2191=wetlands # b_karsion_karsion
2189=steppe # b_oulmeton_karsion
2190=wetlands # b_kios_karsion
2192=plains # b_kapidava_kapidava
2193=steppe # b_ilteiakarsa_kapidava
2194=hills # b_axiopa_kapidava

## MOESIA ###################################

### GELEGETIKE
2266=hills # b_tylis_tylis
2264=forest # b_douroberzas_tylis
2265=forest # b_pisermabria_tylis
2267=hills # b_torelroumbas_tylis
2303=forest # b_panissos_panissos
2301=hills # b_asarasdasara_panissos
2302=hills # b_sourkoupourda_panissos
2240=forest # b_parthenopolis_parthenopolis
2241=forest # b_pioutosoula_parthenopolis

### ODESSITIS
2221=plains # b_odessos_odessos
2220=hills # b_kraneia_odessos
2222=hills # b_galata_odessos
2224=forest # b_ramouberzas_ramouberzas
2223=forest # b_bendasla_ramouberzas
2225=hills # b_idadidzos_idadidzos
2226=hills # b_iloukira_idadidzos
2227=forest # b_akis_idadidzos

### RHYSIKE
2257=valley # b_abrittos_abrittos
2258=valley # b_knisadina_abrittos
2259=hills # b_dribadaba_abrittos
2260=hills # b_paurakapadeva_abrittos
2262=forest # b_kamolebaladava_kamolebaladava
2261=forest # b_merezidon_kamolebaladava
2263=forest # b_permezena_kamolebaladava
2268=valley # b_atoupoudero_atoupoudero
2269=forest # b_bouzakatadava_atoupoudero
2270=forest # b_roudrasdakira_atoupoudero
2278=hills # b_mousakarsa_mousakarsa
2279=forest # b_albokarpadava_mousakarsa
2280=hills # b_ramedeka_mousakarsa

### SKAUGDIS
2290=hills # b_skaidava_skaidava
2291=hills # b_gramaladava_skaidava
2292=hills # b_iatros_skaidava
2293=hills # b_novai_skaidava
2282=hills # b_tarygrandai_tarygrandai
2281=plains # b_kagamezena_tarygrandai
2283=hills # b_stendasermas_tarygrandai
2284=hills # b_gerakapas_gerakapas
2285=hills # b_lougimala_gerakapas
2286=hills # b_akra_gerakapas
2289=hills # b_pyrgos_pyrgos
2287=forest # b_zoudakmon_pyrgos
2288=plains # b_tegris_pyrgos

### ARTAKIA
2272=valley # b_rousoukai_rousoukai
2271=hills # b_tarykarsa_rousoukai
2273=mountains # b_angodina_angodina
2274=hills # b_grandapoura_angodina

### OUSDIKESIKE
1008=hills # b_melta_melta
1007=hills # b_aspoidiza_melta
1009=plains # b_doriones_melta
1004=valley # b_sostra_sostra
1005=mountains # b_odriouzo_sostra
1006=hills # b_deizabria_sostra
1016=plains # b_dimon_dimon
1015=hills # b_sekouriska_dimon
1014=hills # b_asamos_dimon
1013=hills # b_dimension_dimon
1010=plains # b_giridava_giridava
1011=plains # b_krobyzon_giridava
1012=plains # b_zetraipara_giridava

### AIDIS
2297=hills # b_zikideva_zikideva
2298=hills # b_kagagekapas_zikideva
2299=hills # b_diskodouraterai_zikideva
2300=hills # b_boutadina_zikideva
2296=plains # b_naradava_naradava
2294=plains # b_baidina_naradava
2295=plains # b_roudabathouk_naradava
2275=hills # b_dribakapai_dribakapai
2276=hills # b_abakmon_dribakapai
2277=hills # b_kagazelas_dribakapai

################
# ILLYRIA
################

## PANNONIA ###################################

### DAISITIATIA
1316=forest # b_kaminos_marsonia
1329=hills # b_oeiron_ardrouknon
1330=hills # b_ardrouknon_ardrouknon
1331=hills # b_karsnaron_ardrouknon
1332=forest # b_ianon_ianon
1333=forest # b_drudaton_ianon
1342=hills # b_phalaines_orron
1343=hills # b_orron_orron

### DREINOS
1334=forest # b_knoukon_breukon
1335=forest # b_breukon_breukon
1336=forest # b_nueon_drinon
1337=forest # b_drinon_drinon
1338=forest # b_diniadamon_drinon
1339=hills # b_phournos_salinai
1340=hills # b_salinai_salinai
1341=hills # b_neukai_salinai
1344=hills # b_sphakon_stigon
1345=forest # b_stigon_stigon
1346=hills # b_oimon_belbriga
1347=hills # b_belbriga_belbriga
1348=hills # b_bandera_belbriga

### NOAROS
#1349=plains # b_paloukon_paloukon
#1350=plains # b_skela_paloukon
#1351=plains # b_novikiana_paloukon
#1352=plains # b_altina_taurounon
#1353=plains # b_taurounon_taurounon
#1354=plains # b_bourgenis_taurounon
#1355=plains # b_bassiana_bassiana
#1356=plains # b_idiminion_bassiana
#1357=plains # b_rittion_akoumikon
#1358=plains # b_akoumikon_akoumikon

### BAKOUNTIOS
#1372=plains # b_basante_kibalis
#1373=plains # b_klouaon_klouaon
#1374=plains # b_kausilena_klouaon
#1375=plains # b_volkos_klouaon
#1379=plains # b_kibalis_kibalis
1387=hills # b_stravianis_pikentinon
1388=hills # b_pikentinon_pikentinon
1389=hills # b_leukonon_pikentinon
#1390=plains # b_kirtisa_kibalis
#1391=plains # b_boson_kibalis
#1392=plains # b_piravikon_marsonia
#1393=plains # b_leukonon_marsonia
#1394=plains # b_marsonia_marsonia
#1395=plains # b_oion_kaputon
1396=hills # b_domeon_kaputon
#1397=plains # b_kaputon_kaputon
1408=hills # b_ludon_inkeron
1409=forest # b_inkeron_inkeron
1410=mountains # b_mothon_inkeron

### ALMA
1359=hills # b_karron_kouson
1360=hills # b_kouson_kouson
1365=hills # b_malata_kouson
#1361=plains # b_phossai_sirmion
#1362=plains # b_sirmion_sirmion
#1363=plains # b_boudalia_sirmion
#1364=plains # b_oioson_sirmion
1366=hills # b_koukkion_koukkion
#1367=plains # b_spaneta_koukkion
#1368=plains # b_ulmos_koukkion
#1369=plains # b_bobriga_bobriga
#1370=plains # b_gardon_bobriga
1371=wetlands # b_saldis_bobriga

### METOUBARBIS
#1376=plains # b_teutobourgion_teutobourgion
#1377=plains # b_labores_teutobourgion
#1378=plains # b_leutuoano_teutobourgion
1380=wetlands # b_volkon_mursa
#1381=plains # b_mursa_mursa
#1382=plains # b_mursella_mursa
#1383=plains # b_iovalia_mursa
#1384=plains # b_bromagon_kelon
#1385=plains # b_kelon_kelon
1386=hills # b_malliasion_kelon
#1414=plains # b_delion_serena
#1415=plains # b_vereis_serena
#1416=plains # b_serena_serena
#1417=plains # b_maurianis_serena

### BROGGOS
1023=hills # b_baos_douiana
1024=hills # b_douiana_douiana
1025=hills # b_koumodina_douiana
1026=hills # b_vrelo_bottes
1027=hills # b_tzimes_bottes
#1028=plains # b_bottes_bottes
#1029=plains # b_margos_viminikion
1030=floodplains # b_viminikion_viminikion
#1031=plains # b_vinkeia_viminikion
1032=hills # b_sextos_artuas_viminikion
1033=forest # b_landaseno_ollonsta
1034=hills # b_ollonsta_ollonsta
1035=forest # b_oinosta_ollonsta
1036=hills # b_ambibriga_singidunon
1037=hills # b_avala_singidunon
1038=hills # b_singidunon_singidunon
1039=hills # b_oktabon_singidunon

### SAOS
#1818=plains # b_aklouion_aklouion
#1819=plains # b_antekelon_aklouion
#1820=plains # b_sabakon_aklouion
#1821=plains # b_debrekon_linebregon
#1822=plains # b_linebregon_linebregon
#1823=plains # b_soulova_linebregon
#1824=plains # b_mareskon_pagsion
#1825=plains # b_pagsion_pagsion
#1826=plains # b_koloubaron_pagsion
1847=hills # b_nekidon_nekidon
1848=hills # b_nerion_nekidon
1849=hills # b_onipora_nekidon
1850=hills # b_troilagion_gensis
1851=forest # b_gensis_gensis
1852=forest # b_kedomon_gensis

### OURBANOS
1310=mountains # b_mapulon_zorveiron
1311=hills # b_zorveiron_zorveiron
1312=hills # b_hevinurion_servition
1313=hills # b_urbate_urbate
1314=hills # b_grounon_urbate
1315=forest # b_domai_urbate
1317=hills # b_giateron_urbate
1318=hills # b_groukisnos_groukisnos
1319=hills # b_sekavikon_groukisnos
1320=hills # b_drukenon_drukaion
1321=hills # b_drukaion_drukaion
1322=mountains # b_herbon_drukaion
1323=hills # b_sneigon_hounion
1324=hills # b_gounebriga_hounion
1325=hills # b_hounion_hounion
1326=hills # b_nieraron_nieraron
1327=hills # b_spikon_nieraron
1328=hills # b_marbriga_nieraron

## SAVIA ###################################

### OULKA
#1403=plains # b_gotision_balissai
1405=hills # b_balissai_balissai
1406=hills # b_steibergon_balissai
1407=hills # b_drukenon_balissai
1411=mountains # b_hekmobergon_hekmobergon
1412=hills # b_bruogon_hekmobergon
1413=hills # b_permargon_hekmobergon
#1418=plains # b_karrodunon_karrodunon
1419=hills # b_serota_karrodunon
#1420=plains # b_lentulis_karrodunon
1421=hills # b_iovista_karrodunon
#1431=plains # b_nevorosion_demsareon
#1432=plains # b_demsareon_demsareon
1433=hills # b_elekaputon_demsareon

### BOUSTRIKIA
1295=hills # b_kreparion_peron
1296=forest # b_peron_peron
1297=hills # b_iotagerdon_peron
1301=hills # b_heromon_heromon
1302=forest # b_dolon_heromon
1398=hills # b_menneianai_bruion
#1399=plains # b_bruion_bruion

### SEGESTIKIA
1210=forest # b_velon_segestika
#1211=plains # b_akmon_segestika
#1212=plains # b_segestika_segestika
1213=forest # b_aiga_segestika
#1222=plains # b_savos_neunomon
#1223=plains # b_neunomon_neunomon
1224=forest # b_knoukon_neunomon
1225=hills # b_antion_komvorion
1226=hills # b_komvorion_komvorion
#1400=plains # b_kveiton_varianis
#1401=plains # b_varianis_varianis
1402=hills # b_steigion_varianis
1404=hills # b_iasorvenses_varianis
#1434=plains # b_pion_pion
#1435=plains # b_heusteron_pion
#1436=plains # b_remeon_pion

### ANDAUTONIA
#1214=plains # b_gerlauntios_andautonia
#1215=plains # b_andautonia_andautonia
